fip,Tow_4-D,ATRAZINE,CHLORIMURON,DICAMBA,FOMESAFEN,GLYPHOSATE,PARAQUAT
36107,452.9,2517.9,,63.5,1.4,854.3,116.8
36109,712.4,3229.6,0.4,89,33.8,1902,185.8
36111,312.2,1957.5,,115.6,0.9,1851.5,999.4
36113,7.1,240.7,,2.1,,38.8,4.9
36115,404.7,7307.2,8.8,236.5,2.3,2031.8,359.1
36117,1066.9,29257.3,3.1,1506.3,111.8,10172.5,3543.1
36119,12.9,21.9,,,0.1,120.7,39.4
36121,574.2,30673.7,0.2,1574.5,206.6,1613.1,552
36123,824.2,11598.2,0.4,597.7,65.4,2254.1,1435.6
37001,285.5,4497.4,2.1,419.6,43,3039.6,604
37003,686.4,4320,0.7,62.2,5,1588.6,1216
37005,2827.8,775.7,,42.7,,992.5,211.2
37007,2754.5,727.9,0.8,224.9,184.8,8399,1163.8
37009,2574.8,69.6,,30.3,,709.8,49.8
37011,398.7,8.2,,7.5,,89.7,11.5
37013,8353.9,12142.8,8.8,1262.7,236.7,54273.8,5840.1
37015,1169.1,7237.1,8.6,363.9,85.1,18373.6,2379.2
37017,4818.3,7924.9,6,235.4,41.3,16828.1,499.9
37019,1972.4,2128.6,2.1,60.4,17.7,4600.3,138.6
37021,883.3,2289.6,,344.5,,249.2,781.5
37023,248.8,1347,0.1,206.2,2.5,319.9,464.3
37025,3344.8,524,0.5,160.5,123.2,6708.2,533.5
37027,613.8,354.1,0.4,14.9,3.6,777.3,255.1
37029,1649.9,5987.3,14.7,931.3,168.3,9113.1,1513.4
37031,2265.6,5384.8,2.9,341.7,79.3,18115.2,2303.9
37033,318.4,1051.5,1.1,132.1,22.5,1413,224.5
37035,671.2,3613.7,3.3,97.8,22.9,5334.8,1250.5
37037,1153.3,2807.9,0.9,69.6,6.3,1833.2,826.4
37039,205.1,1002.4,0.1,152.5,2.5,263.8,346
37041,567.9,1386.1,3.8,156.6,41.9,10038.7,785.9
37043,104.2,531.1,,80.4,2,193.1,184.3
37045,5853.3,285.8,0.7,153.5,153.1,10732.3,1023.2
37047,8938.8,10744.1,13.2,389.9,98.4,28410.6,871.9
37049,1593.2,3757.6,2.5,224.2,67.7,21903.1,1955.6
37051,6483.8,3522,4.2,141,32.5,14323.3,396.5
37053,1484,4937.9,9.2,819.9,106.1,6107.4,1196.5
37055,68,308.9,0.5,40,5.9,318.7,69.5
37057,912.8,5928,4,96.2,28.7,6582.1,1881.3
37059,797.4,4518.5,3.8,99.8,26.4,6156.8,1525.4
37061,14931.6,13839.3,10.9,568.2,84.9,33717.5,1402.1
37063,45.4,293.8,0.5,35.1,11.5,523.4,84.6
37065,1373.4,4830.9,12.3,434.5,132.1,27335.1,2154.6
37067,122.1,966.7,3.1,104.2,63.4,2412.3,239.6
37069,737.3,2029.7,14.4,234.6,298.6,12514,704
37071,1614.5,239.9,,62.2,8,2111.4,67.1
37073,478.3,1973.3,5.9,144.2,62.7,10901.7,864.7
37075,53.8,109.5,,16.7,,17.5,40
37077,602.8,1548.7,2.6,191.3,54,4044.2,368.3
37079,1772.4,2854.5,3.9,236.5,103.2,26394.9,1778.7
37081,393.6,6574,5.3,623.3,110.2,6008.2,962
37083,1593.7,1807.8,8.3,291,82.9,26318,1721.1
37085,6458.4,1577.9,5.5,95.8,42.6,17681,393.1
37087,883.1,2681,,411.1,,259.5,927.2
37089,2683.6,5457,0.1,812.6,2.5,2948.7,2922.5
37091,601.9,3175.3,5.6,170.3,56.2,9669.8,1296.1
37093,2885.1,568.9,1.8,59.3,13.7,11929.7,238.7
37095,3145.6,7548,4.3,468.4,228.4,29666.4,3315.8
37097,1369.5,18857.5,5.8,261.4,40.1,10537.1,5321.7
37099,126.5,130.8,,20.8,,32.3,48.5
37101,2480.4,2304.2,8,308.5,218.4,36586.8,1693
37103,1584.5,2051.7,1.6,229.1,42.6,20705.3,1487.3
37105,378,613.6,1.9,30.6,14,3725.5,415
37107,3111.1,4954.1,3.9,445.3,100.9,35164,2954.5
37109,2442.6,344.1,0.5,131,106.4,5183.8,536.7
37111,194.9,839.5,0.1,130,3.5,377.7,304.9
37113,198.9,460.1,,69.1,,57.5,163.6
37115,684.1,341.7,,59,,149.9,145.3
37117,951.1,1766.1,5,184.4,48.8,20126.5,1307.7
37119,1484.8,171.7,0.1,63.7,29.1,2339.3,144.1
37121,166.1,220.3,,34.9,,54.1,85.3
37123,1641.2,138.6,0.1,37.3,15.4,2635.4,315.8
37125,2889.5,115.8,0.3,33,58.1,4799.5,373.4
37127,1451,705.4,16,568.5,182.1,17944.4,1679.1
37129,425.2,271.8,0.2,5.6,1.8,469.2,14.1
37131,1134.4,931.7,5.2,117.5,44.2,23585.2,1466.4
37133,2809.4,4397.5,3.2,145.8,24.7,9726.4,297.6
37135,236.8,3591.6,2.3,329.5,48.4,2791.9,483.1
37137,2157.8,2616.6,2.8,325,73.6,15478.8,1332.2
37139,3221.3,7152.5,25.9,1683.8,296.9,17415,2103.3
37141,3319.4,4050.2,4.2,147,30.7,9240.2,365.1
37143,1942.6,4945.5,17.3,955.9,196.5,17554,1601.2
37145,232,2157.7,6.3,231.6,130,5266.5,476.5
37147,3020.7,4565,6.8,403.1,168.3,47256.4,3183.8
37149,481.7,222.3,0.1,41.3,2.3,410.8,153.7
37151,1393.6,8480.3,5.2,154.9,37.4,8478.5,2629.1
37153,2062.7,168.8,0.2,36.6,45.5,4254.7,641.3
37155,12083.8,14030.5,23.9,841.6,201.2,61154.8,1919.3
37157,508.3,2709.2,2.6,290.9,54,3156,497.7
37159,1216.8,8830.3,8.7,191.2,59.8,13816.1,3058.1
37161,609.8,582.5,0.1,93.7,6,862.3,317.2
37163,14842.1,8969.1,12.3,531.8,99.7,47969.1,2082.8
37165,1682.3,392.9,1.7,47.5,13.8,10786.8,220.8
37167,4689.7,1215.3,1.1,385.5,248.2,13893.3,2137.1
37169,285.4,1452.2,1.5,151.7,32.1,1721,277.7
37171,2891.1,1436.7,4.2,69.6,41.7,6633.3,2673.4
37173,43.5,227.1,,34.4,,23.5,75.7
37175,125.5,1139.1,,168.1,,59.7,380.3
37177,2882.2,9964.7,19.3,1613.7,220.9,13681,2415.1
37179,8955.1,3105,3.9,1232,881.3,30554.8,4394.2
37181,223.8,194.2,5.8,52.8,120.7,4207.5,224.6
37183,1352.9,478.8,10.1,81.3,70.3,14798.2,1104.2
37185,741.9,1133.1,6.3,134.8,130,7455.7,332
37187,3154.8,9654.7,19.7,1680.4,224.2,16631,2593.1
37189,1200.7,37.1,,14.2,,409.2,28.4
37191,4925.2,5938.5,7.9,722.5,216.7,47556.3,3564
37193,3007.6,1885.3,0.2,63.4,2.1,2733.5,245.3
37195,1316.4,1411,4.8,172.9,130.3,30270,1430.9
37197,2600.8,2987.4,6.8,96,68.2,10628.4,4346.9
37199,288.1,225.1,,37.1,,68.1,84.7
38001,16100.6,2509.2,,2230.1,,5767.1,2566.4
38003,16522.7,6743,3.9,6279.6,3587.6,27279.3,9677.4
38005,17016,1497.5,0.1,2288.8,82.1,17907.6,6820.5
38007,3270.1,730,,898.6,,1784.6,102.9
38009,25826.1,2249.6,0.1,3274.7,46.8,29241,10156.7
38011,12170.3,2460.4,,2201.8,,5122.9,1221
38013,31085.4,2814.2,,5274,17.6,13331.1,41.4
38015,24494.7,4259.5,0.1,2120,27.8,16726.1,4751.7
38017,17132.6,17041.3,12.3,12851.2,11211.6,65385.3,3566.6
38019,33182.5,750.5,0.2,2038.2,95.7,21707.3,4443.7
38021,10552.2,1784.1,2,2050.7,94,23040.5,4750.3
38023,33147.8,4743.7,,6435.7,94.7,17089.4,211.7
38025,17520.8,6461.8,,3130.8,9.4,13701.5,1159.4
38027,6622.3,125.4,0.1,914,48.4,3948.2,4198.5
38029,26036.8,7568.4,0.2,1521.2,22,18519.7,11485.5
38031,11205.7,200,0.4,1500.7,118.8,7192.8,9897.7
38033,7410.3,1577.8,,1493.8,,3532.2,507.8
38035,21247,3609.2,2.9,4454,1451.2,7688.1,6174.8
38037,25741,3511,,2472.8,2.8,16296.6,4280.1
38039,6592.8,1736,0.7,1897,661.3,7270.5,5491.8
38041,28782.2,4019,,4205.4,,11068.1,2001.5
38043,7993.2,142.4,0.1,1240.8,51.3,10573.5,1983.3
38045,21962.6,1326.6,2.5,1702.2,133.3,27514.1,9338.8
38047,12975.5,347.3,0.1,720,24.5,4387.7,4981.6
38049,15157,1372.6,0.1,2174.2,21.3,16626.5,8368.3
38051,12253.7,515.1,0.4,785.9,13.8,6409.6,6930
38053,23294.6,5350.5,,2669.6,13.6,18859.8,294.7
38055,46045.6,5236.9,,6563.3,107.2,42918.2,3597.8
38057,12739.3,3052.9,,1727.8,3.5,10020,779.5
38059,34984.8,6367.3,,2499,8.2,18187.9,5445
38061,46838.5,3282.9,,7891.2,29.1,19453.3,65.4
38063,13823.9,759.3,0.5,1335.6,222.2,6863.2,4760.9
38065,8663.2,3293.5,,1656.3,24,6759,1272.1
38067,19556.6,1632.1,1.4,2372.6,826.4,6277.7,4209.2
38069,13087.5,1209.7,0.1,1734.3,28.3,14070.5,4512.6
38071,23055.6,1202.7,0.2,2111.3,150.9,10294.3,2577.4
38073,9956.9,1278.3,1.8,1426.2,105.5,20586.1,1620.2
38075,34487.9,1493.5,0.1,5594.8,6.7,15593.6,19.3
38077,16358.4,4107.7,7.2,4338.3,159.6,70521.3,2329
38079,8588.9,710.5,,1086.6,28.4,11302.6,2153.6
38081,8917.6,1473.5,3.1,1624.3,96.5,30297.1,752.4
38083,12682.8,199.2,,1704.9,14.8,7167.4,4045.9
38085,8641.7,723.9,,862.8,3.3,4493.4,1230.2
38087,12080.6,1637.5,,1896.2,,4616.4,846.9
38089,21621.2,3020.2,,2946.5,,7329.6,1069.9
38091,8162.1,4492.8,2.3,3855.2,2294,15193.3,2880.5
38093,31059.9,554.2,2.7,4253,888.6,17608.7,15748.4
38095,18329.8,514.4,0.1,1303.3,101.2,12566.9,2338.4
38097,8490.4,12311.2,5.1,8801.7,4773.9,28812.4,2366.9
38099,20369.2,1441.1,1.1,2244.5,681.4,7003.1,6600.2
38101,60151.2,3189.7,,9827.4,23.8,26027,59.8
38103,21883.3,389.7,0.2,2975.4,219.5,12224.9,11405.7
38105,52466.6,10287.1,0.1,11106.4,30,32513.3,71.1
39001,927.2,5725.5,12.2,69.6,112.2,7534.6,1944.1
39003,3929.7,26247.7,128.8,1596,79.6,29921.2,450.6
39005,1073.1,19753,78.4,452.4,214,12887.6,389.8
39007,1065.8,8575.7,3.1,509.3,179.4,7864.4,469.4
39009,588.5,3539.6,1.6,157.7,7.3,2704.9,190.5
39011,2112.1,30201.9,223.4,1334.2,225.7,37832.5,796.7
39013,491.2,1585.4,,77.2,,1053.7,43.8
39015,2632.8,9635.9,59,89.7,540.9,28798.7,9025.8
39017,1626,13384.2,15.2,70.5,77.2,16088,754.7
39019,368.7,7078.3,5.4,311.7,16.6,1296.6,73.7
39021,2240.1,38146,212.2,1663.1,214.4,36949.1,898.5
39023,1739.6,29095.4,166.7,1275.6,168.4,29069.4,688.5
39025,1376.3,5860.4,16.4,37.4,83.4,15381.8,628.8
39027,3601.2,29104.5,41.8,94.8,212.8,40611.1,1908.9
39029,1395,11816.3,2.5,701.1,142.6,6629.2,305.7
39031,798.6,19516.4,15.6,851.9,48.4,2665.4,167.7
39033,2348.9,35461,228.5,825.9,622.9,34786.4,728.1
39035,20.6,23.3,,0.9,2.1,65.5,1.8
39037,3461.9,58752.5,338.9,2570.5,342.4,58956.9,1381.9
39039,3817.2,20983.9,145.9,1296.2,85.4,33046.5,373.3
39041,3853.9,22694.9,87.4,1124,122.8,23791.7,701.3
39043,923.5,14165.8,82.6,327.3,225.4,12756.2,340.1
39045,4265.6,31112.2,72,1531.3,101.1,20565,813.4
39047,6522.8,44780.5,133,2174.4,186.8,36085.6,1223.4
39049,1944.2,12325.7,41,609.7,57.5,11289.7,356.8
39051,5070.3,38089.8,148,2298.5,86.7,35166.6,626.1
39053,281.9,1587.9,1.1,35.6,9.7,1184.9,199.5
39055,341.1,2900.3,0.4,170.5,24.8,1224.1,82.2
39057,2698.4,25042.2,28.1,91.7,143.4,28524.4,1406.9
39059,976.4,5605,1.4,249.5,6.2,4039.8,243.7
39061,274.2,2406.4,2.1,18.1,10.8,2310.9,124.4
39063,5981.5,37627.1,203.9,2297.7,125.4,47025,656.8
39065,2587.5,35969.4,275.6,1586.8,281.5,45187.6,970.2
39067,543.7,2766.4,0.8,127.7,2.5,1039.5,30.8
39069,5187.9,33819.5,162.4,2079.8,119.1,38331.6,586.4
39071,3526.8,15663.1,71.2,154.9,652.3,36388.3,10968.6
39073,554.4,3719.8,2.3,163.5,10.5,2786.7,265.3
39075,791,19512,13.5,853.2,41.9,2849,188.8
39077,2126.2,31675.8,202.1,750.4,556.9,31013.2,726.8
39079,252.7,1768.6,1.8,25.3,16.3,1619.8,312.9
39081,133.7,2014.9,0.3,88.1,0.9,469.7,25.1
39083,3437,24294.9,58.6,1210.9,82.3,17329.6,649.4
39085,80,366.1,0.1,19.5,5.3,298.8,69
39087,153.4,656.1,1.2,16.4,11.1,841.6,201.7
39089,4102.9,27993.6,71,1397.7,99.7,20735.7,779.8
39091,2025.9,29462,203.5,1301.8,205.5,34799.7,758.5
39093,1259,13289.6,120.3,329.7,332.9,18081.2,442.9
39095,1621.4,11257,52.7,637.2,31.5,12291.7,200.8
39097,6932.5,48211.8,140.2,2337.7,196.9,38118.3,1309.1
39099,802.7,7869,2,459.9,119.2,5123.3,194.7
39101,5611.5,32677.9,131.3,1609.3,184.4,35383.2,1018.8
39103,1327.9,8941.5,5.5,528.3,312.1,12444.2,296.8
39105,775,4982.3,2.2,234.1,10.1,3499.9,313.8
39107,2587.6,50653.7,235.1,2223.2,243.6,44066,1091.1
39109,2022.3,32816.5,198.8,1439.1,200.8,34047.5,789.3
39111,581.8,3127.6,1,140,4.6,2666.5,144.9
39113,1658.2,13655.1,18.4,50.7,93.8,18512.5,860.3
39115,841.8,4990.7,1.5,222.2,6.9,3596.8,230.4
39117,3722.7,23587,79.2,1162.3,112.7,21893.1,690.2
39119,3170.3,21833.4,10,962,45.2,14051.2,1192
39121,433.6,1992.3,,90.3,,1720.5,51.4
39123,952.5,9501.4,100,233.7,272.7,14836.6,312.3
39125,4429.5,24282.4,159.2,1515.4,97.5,36124.4,441.7
39127,3620.1,27499.9,11.8,1202.4,53,14721.1,1319.8
39129,6885.8,47808.6,129.9,2361.7,182.3,36103.3,1266.9
39131,540.9,2573.6,9.7,30,89.2,5143.9,1511.7
39133,921.8,7772.4,3,454.6,176.8,7189.1,212.2
39135,3201.6,30674.7,33.9,103.2,172.7,34469.8,1701.3
39137,5781.7,32879.3,207.6,2035.9,125.8,47988.5,593.3
39139,1068.7,16474.8,93.2,381.3,254.2,14489.3,350.7
39141,4112.4,27000.6,74.7,1372.9,104.8,21224.8,726.1
39143,1887.4,30275.6,173.6,701.7,477.4,27006.9,740.7
39145,684.1,3198.3,12.1,35.6,110.7,6637.9,1893.5
39147,2787.2,38783.1,263.8,926.1,722.1,40324.4,833.6
39149,2095.7,34036.9,211,1494.2,213.1,36404.9,822.5
39151,1614.2,15972.8,4.7,945.1,273.6,11672.9,408.3
39153,151.8,940,0.4,48.7,24.6,919.4,34
39155,1104.4,9518.2,4.4,564.3,251.7,10257.1,268.1
39157,644.9,15600.2,12,680.4,37.4,2195.3,112.6
39159,5056.2,26782.1,124.5,1338.5,176.9,33755.8,904.5
39161,5340.3,35525.9,184.3,2154,107.8,42044.9,597.9
39163,296.6,2005,0.9,88.1,4,1311.1,98.6
39165,1605.7,10572.3,16.9,54.9,86.2,16804.9,752.5
39167,2160.5,15080.8,4.8,673,21.5,8176,759
39169,2889.9,35586,7.9,2110.9,452.1,20682.2,818.4
39171,3470.4,20850,123.6,1281.7,72.4,28829,361.8
39173,6818.7,43173.3,221.8,2657.2,131.7,51612.4,758.6
39175,2183.8,31646.1,215.3,739.4,590.7,32619.4,665
40001,10377.1,639.9,3.3,272.2,21.8,632.4,2.4
40003,2764.1,3840.5,1.2,678.2,5.4,1832.6,134
40005,13252.3,156.1,,47.9,,457.3,214.6
40007,6450.4,21265.9,0.1,3112,5.3,3405.8,572
40009,6948.7,806.2,0.9,1866.8,2.6,2399.7,505
40011,6646.1,1583.8,1.2,1709,3.8,681.8,53.5
40013,15261.3,1534.6,3,152.3,7.1,1335.1,319.5
40015,8332.3,1341.5,9.8,549.6,23.3,5238.2,236.8
40017,30993.3,1591.7,8.3,558.6,18.3,5472.1,41.8
40019,17578.8,140.1,0.2,54.5,0.6,822.7,429.6
40021,10459.3,,,265.7,,127.5,1.1
40023,13796.5,1851,5.9,389.8,115.9,1158.9,86.8
40025,12164.9,51374.8,0.1,4505.8,6,6359.9,1056.3
40027,8806.3,596.7,1,168.6,2.1,840.2,101
40029,10968.4,32,0.9,28.8,2.1,577.2,237.8
40031,5916.1,362.6,1.3,431.3,3,1946.4,184.8
40033,4058.5,105,2.2,168.3,5.3,2355.8,163.7
40035,21745.5,4470.4,30.8,640.1,65.4,4535.7,186.7
40037,22276.1,696.7,0.9,407.5,2,869.3,234.2
40039,9192.7,2195.3,0.9,2379.2,2.6,1498.3,270.7
40041,7745.9,835.1,3.3,216.6,7,566.3,66.5
40043,9116.3,852.2,0.2,2449.8,0.8,392.6,46.3
40045,1646.1,8259.2,,2013.1,1.5,858.6,100.7
40047,3903.1,8772,3.9,1276.3,18.3,4115.9,267
40049,18695.2,1344.8,6.5,139.6,15.4,2219.7,474.1
40051,44101.5,11625.6,3.1,997.3,6.8,3072.4,47.7
40053,4018.3,16048,11.6,1948.7,53.7,10310.7,625.7
40055,3972.6,123.5,1,118.9,2.3,2641.4,193.4
40057,3455.7,887.3,0.9,247.7,2,8128.2,474.1
40059,1795.4,6229.3,,1672.8,2.3,928.3,60.6
40061,17436.3,1159.2,1.6,456.6,10.3,445.6,5.3
40063,25579.7,1943.9,1.6,672,10.3,776.4,12.5
40065,4600.7,2398.5,1.3,566.9,3,24794.4,1334.3
40067,21371.2,72.1,0.2,60.5,0.4,1566.2,450.5
40069,15096.3,181.8,0.2,55.2,0.5,516.8,260.8
40071,3614.5,14392.5,24,1687.3,111,16214.4,767.4
40073,30005.5,1943,2.5,557.1,5.4,2261.1,10.4
40075,7235.1,807.4,1.4,398.8,3.4,3676.4,275.6
40077,7654.4,,0.5,207.8,9.7,125.6,21.8
40079,12605,2189,16.6,360.5,328.4,2029.9,92.6
40081,27872.3,1282.9,2,519.4,4.3,1603.3,199.2
40083,24745.7,860.9,1,432.7,2.1,1040.2,15.5
40085,10006.6,200.4,0.8,53.4,1.9,834.1,273.1
40087,20309,1949.6,4.4,401.7,9.7,2851.1,65.8
40089,12077.7,6649.3,11.7,387.9,231.8,2469.7,251.3
40091,16138,665,0.7,413.5,4.6,375.1,21.4
40093,4534.8,4803.7,0.4,820.9,1.8,844.2,15.5
40095,7924.9,190,0.3,34.6,0.8,306.3,120
40097,9939.9,2448,11.7,281.5,24.9,1756,147.5
40099,10265.5,180.4,0.3,44.1,0.6,380.5,187.2
40101,20827.5,5951.6,32,588.2,211.8,5387.6,24.5
40103,3847.8,4803.2,8.1,887,37.6,4700.4,127
40105,16579.2,1203,10.3,467.1,21.8,1613.9,162.1
40107,19793.5,887.5,1.5,366.2,3.2,1187.2,185.1
40109,9525.3,1527,2.5,199.8,5.4,1649.2,70.6
40111,20498.2,2119.7,5.9,539.5,38.9,1433.7,8.2
40113,79470,1200.2,34.4,2210.5,73.2,5591.2,306.1
40115,12528.7,5082.2,64.1,252.8,136.3,8820.9,568.1
40117,14964.5,408.4,31.1,393.1,66.2,4300.9,182.2
40119,23724.9,1003.2,2.3,509.4,5,1601.9,70.9
40121,30401.2,738.8,0.6,782.6,4,457.6,3.9
40123,13598.4,263,0.7,58.9,1.6,701.5,344.3
40125,19600.7,2489.3,6.4,419.9,14,3952.1,224.9
40127,8766,,,238.1,,93,24.4
40129,12429.2,666.3,,3479.9,,719.5,130.5
40131,15246.3,823.3,12.8,366.6,27.3,2141.8,251
40133,16852.8,902.2,0.8,311.4,1.8,744.4,119.1
40135,16464.9,4763.4,13,478.1,85.9,2305.2,12.5
40137,17874.3,373.2,0.7,98.9,1.6,778.4,199
40139,15862.5,91967.7,0.3,6228.2,18.8,9721.7,1644.1
40141,4946.7,822.4,3.7,533.5,8.6,7176.1,517.8
40143,4764.3,576,12.8,130.2,27.3,2041.9,54.3
40145,10535.5,3452.7,142.8,251.6,303.7,19097.5,478
40147,12989.3,642.2,30.4,331.2,64.6,4356.3,164.6
40149,6538.3,2041.1,0.9,1674.9,2.6,4554.5,1024.4
40151,10386.9,5994.7,0.2,1728,0.7,1592.9,198.8
40153,10394.2,5889.1,0.2,1672.5,0.7,336.8,10.9
41001,4479.3,348.8,,379.8,,1264.7,226.4
41003,2008.9,3598.3,,162.2,,1144.1,361.8
41005,6816.1,932.3,,380.4,,3332.8,1534.2
41007,601.9,2.3,,46.7,,22.2,7.6
41009,2071.6,287.2,,175.1,,216,46.2
41011,1221,97,,115.3,,405.4,71.1
41013,957.8,,,354.3,,3755.7,885
41015,842.5,,,78.9,,258.1,23.5
41017,133.6,12.4,,151.2,,406.5,641.8
41019,4324.3,472.3,,399,,2061.7,845.4
41021,28770.6,332.3,,1575.3,,10596,131.4
41023,681.7,56.7,,313.5,,2922.4,814.6
41025,1327,,,725.7,,5439.8,2197.2
41027,1936.9,3.1,,6.5,,8722,425.6
41029,3588.3,844.3,,290,,2229.6,811.8
41031,1664.5,4.1,,262.2,,2982.8,601.4
41033,228.8,119.3,,14.3,,285,288.1
41035,8905.8,140.1,,743,,3077.6,3067.4
41037,766.7,,,713.9,,2221.9,2891.3
41039,7699.1,1506.3,,477.8,,3108.4,1355.4
41041,1080.3,1.3,,83.9,,54.4,46.1
41043,8907.3,4274.1,,714.8,,2134.1,692.1
41045,5602.3,9842.6,,1204.5,,10690.4,3431.6
41047,6789.2,9689.4,,354.9,,6567.9,2574.4
41049,48113.1,4875.8,,2504.5,,14361.4,1383.5
41051,1058.8,678.6,,88,,258.9,82.2
41053,3387.1,1821.8,,229.5,,3120,1117.1
41055,22016.6,,,1697.4,,12395.5,19.5
41057,1633.6,,,126.8,,59.3,44
41059,42027.9,6393.7,,13241.9,,47163.1,5968.2
41061,6381.8,339.7,,1611.9,,5288.1,1492.9
41063,4897.4,0.2,,370.2,,2320.8,1214.5
41065,39161,0.8,,1302.7,,10887.7,466
41067,4007.9,4441.4,,275.2,,4168.2,2000.3
41069,564.6,,,143,,2473.3,87.7
41071,6487.4,3560.2,,303,,6212.7,3100.5
42001,8737.4,16722.5,1.8,1634.7,103,18294.9,7536.3
42003,224.1,710.3,1.1,59,1.4,500.6,310.2
42005,800.3,10728.2,0.1,194.5,25.3,3853.7,410
42007,330.6,3868.1,,76.9,10.5,1271.6,201.9
42009,1465.5,17744.5,0.2,1764.4,12.9,3938.2,2336.8
42011,5327.3,33796.5,6.4,1558.3,136.7,16625.5,1388.4
42013,897.2,9267.3,0.4,401.9,14,5685.1,541.6
42015,6232.9,21848,0.1,3237.8,13,9714.8,438.5
42017,1809.8,12146.7,3.9,509.1,83.3,8135.8,766.7
42019,917.1,11541.9,0.2,206.6,47.5,4882.2,525.1
42021,477.3,4375,0.1,229.5,2.4,2784.3,335.8
42023,37.6,129.9,,18.8,,58.4,3.2
42025,33.1,1044.6,0.1,241.3,2.6,244.5,60.3
42027,1274.1,11237.8,1.8,551.4,90.5,9882.2,717.4
42029,3764.1,23827.5,6.3,1098.7,133.8,14388,970.7
42031,447.7,6250,0.1,105.1,15.8,2419.8,242.8
42033,300.7,2070.1,,113.5,0.4,1139.3,113.4
42035,1823.7,6479,0.3,988,38.3,3240.6,165.2
42037,892.8,8890.1,1.9,418.3,97.6,8926.5,658.8
42039,1524.3,10513.6,0.6,234,162.8,2366.6,482.7
42041,1396.9,22562.2,1.1,2116.5,62.8,7644.5,3114.2
42043,727.7,7365,1.8,374.3,54.9,7879.8,533
42045,48,289.1,,13.2,,88.2,27.2
42047,258.2,783.1,,114.5,0.1,425.9,19.7
42049,1282.8,9360.4,0.6,263.4,472.9,5718.8,3390.7
42051,549.7,3113.4,14.4,435,16.2,2409.8,410.1
42053,18.9,198.6,,3.3,2.1,19,9.8
42055,3833.7,40064.7,1.5,3838.3,84.1,13109.6,6177.5
42057,347.8,5631.9,,551.3,2,1084.3,680.5
42059,308.9,439,,72.9,0.1,924.2,119.6
42061,886.3,8055.8,0.5,373.7,16.5,5153.3,443.4
42063,970.9,14204,0.2,239.2,59.4,5913,679.1
42065,370,6326.1,0.1,93.7,12.5,1758.3,215.3
42067,789.6,7072.5,1.1,341.1,33.9,6115.5,455.4
42069,127.9,2057.8,,116.4,0.2,258.8,47.9
42071,12742.1,82882.7,9.1,3725.1,202,29958.9,2677.8
42073,932,13228,0.2,259.2,52,5349.7,563.7
42075,3328.4,21607.5,4.7,962.7,106.1,11085.8,663.4
42077,351.8,10063.8,3.3,2512.2,91.1,6187.2,727
42079,144.8,2970.1,0.2,565.9,7.3,818.8,234.9
42081,5094.6,17865,0.7,2694.4,113.6,9084.1,534
42083,346.1,963.8,,141.1,0.1,453.8,22.7
42085,1562.6,11822.2,0.7,384.7,185.5,2652.7,519.4
42087,776.8,7223.3,0.4,351.3,14.1,4679.1,370
42089,52.7,1280.4,0.2,265.8,6.5,477.1,85.6
42091,797.8,5254.4,1.4,225,29.3,3182.9,358.2
42093,354.7,3334,0.9,158.7,32.4,3848.1,237.8
42095,339.1,10381.2,3,2467.5,81.1,5103.5,657.3
42097,1415.7,15455.9,4.4,693.1,151.5,17617.1,1187.4
42099,857.4,8310.8,1.3,410.1,39.8,7162.3,511.5
42103,9,152,0.1,28.2,2.9,156.9,13.2
42105,1308.5,4316.4,,582.3,51.3,2168.2,93.8
42107,234.1,6158.2,1.5,1479.5,40.9,3175.7,469
42109,906.6,8425.3,1.2,397.9,37.4,7158.9,601.5
42111,737.9,6966.9,12.5,1064.3,13.8,5090.5,665.7
42113,609.2,2215.8,,329.2,,972.8,47.3
42115,451.6,6986.3,,371.4,0.1,302.6,107
42117,3169.6,10161,0.1,1508.9,9.5,4747.8,224.2
42119,710.5,7122.3,1.9,339.5,62.6,7769.3,467.8
42121,369.8,1923.7,0.1,45.8,17.3,333.2,97.6
42123,467.8,1752.6,,29.3,19.8,322.6,82.5
42125,930.1,2723.2,11.5,387.2,12.9,3108.3,1190.4
42127,234.2,3054,,161.1,0.1,222.8,57.4
42129,1012.6,6101.7,39.4,852.2,43.2,4277.5,925.3
42131,310.5,6604.4,,348.2,1.2,290.7,106.4
42133,2992.8,44274.7,4.3,4351.2,264,23810,5512.3
44001,7.8,98.8,,1,,26.3,7.7
44003,11.1,72,,1.6,,34.8,4.2
44005,42,461,,9.7,,225.9,48.2
44007,60.7,232.3,,2.5,,148.6,33.4
44009,58.6,488.3,,8.9,,192.5,26.3
45001,447.3,44.1,0.1,16.5,3.7,876.7,61.8
45003,2698.2,821.1,2.1,35.6,77.9,10878.3,924.5
45005,2668.3,7765.6,22.6,234.7,1623,7743.5,389.5
45007,4795.7,1182.7,0.3,158.3,26.3,3450.2,403.7
45009,1741.7,6520.1,8.9,190.7,635.1,5502.7,502
45011,1168.2,3623.8,9.5,108.2,635.1,5211.5,506.5
45013,153.4,358.3,0.5,13.7,39.5,213.7,140.2
45015,629.7,1782.2,5.4,56.7,395.2,1656.9,64.7
45017,2583.6,2733.8,10.3,83.5,159.4,20100.8,722.9
45019,169,586.6,1,20.9,70.6,424.8,232.9
45021,1267.3,139.1,0.1,26.7,4.9,553.4,128.5
45023,481.7,319.6,0.1,37.2,1.7,5237.2,190.1
